# Created by Octave 4.2.2, Tue Nov 12 21:02:55 2019 CET <oem@lucamachine>
# name: coord
# type: matrix
# rows: 10201
# columns: 2
 0.49 0.06
 0.5 0.06
 0.51 0.06
 0.52 0.06
 0.53 0.06
 0.54 0.06
 0.55 0.06
 0.5600000000000001 0.06
 0.5700000000000001 0.06
 0.58 0.06
 0.59 0.06
 0.6 0.06
 0.61 0.06
 0.62 0.06
 0.63 0.06
 0.64 0.06
 0.65 0.06
 0.66 0.06
 0.67 0.06
 0.68 0.06
 0.6900000000000001 0.06
 0.7000000000000001 0.06
 0.71 0.06
 0.72 0.06
 0.73 0.06
 0.74 0.06
 0.75 0.06
 0.76 0.06
 0.77 0.06
 0.78 0.06
 0.79 0.06
 0.8 0.06
 0.8100000000000001 0.06
 0.8200000000000001 0.06
 0.8300000000000001 0.06
 0.84 0.06
 0.85 0.06
 0.86 0.06
 0.87 0.06
 0.88 0.06
 0.89 0.06
 0.9 0.06
 0.91 0.06
 0.92 0.06
 0.93 0.06
 0.9400000000000001 0.06
 0.9500000000000001 0.06
 0.96 0.06
 0.97 0.06
 0.98 0.06
 0.99 0.06
 1 0.06
 0 0.1
 0.01 0.1
 0.02 0.1
 0.03 0.1
 0.04 0.1
 0.05 0.1
 0.06 0.1
 0.07000000000000001 0.1
 0.08 0.1
 0.09 0.1
 0.1 0.1
 0.11 0.1
 0.12 0.1
 0.13 0.1
 0.14 0.1
 0.15 0.1
 0.16 0.1
 0.17 0.1
 0.18 0.1
 0.19 0.1
 0.2 0.1
 0.21 0.1
 0.22 0.1
 0.23 0.1
 0.24 0.1
 0.25 0.1
 0.26 0.1
 0.27 0.1
 0.28 0.1
 0.29 0.1
 0.3 0.1
 0.31 0.1
 0.32 0.1
 0.33 0.1
 0.34 0.1
 0.35 0.1
 0.36 0.1
 0.37 0.1
 0.38 0.1
 0.39 0.1
 0.4 0.1
 0.41 0.1
 0.42 0.1
 0.43 0.1
 0.44 0.1
 0.45 0.1
 0.46 0.1
 0.47 0.1
 0.48 0.1
 0.49 0.1
 0.5 0.1
 0.51 0.1
 0.52 0.1
 0.53 0.1
 0.54 0.1
 0.55 0.1
 0.5600000000000001 0.1
 0.5700000000000001 0.1
 0.58 0.1
 0.59 0.1
 0.6 0.1
 0.61 0.1
 0.62 0.1
 0.63 0.1
 0.64 0.1
 0.65 0.1
 0.66 0.1
 0.67 0.1
 0.68 0.1
 0.6900000000000001 0.1
 0.7000000000000001 0.1
 0.71 0.1
 0.72 0.1
 0.73 0.1
 0.74 0.1
 0.75 0.1
 0.76 0.1
 0.77 0.1
 0.78 0.1
 0.79 0.1
 0.8 0.1
 0.8100000000000001 0.1
 0.8200000000000001 0.1
 0.8300000000000001 0.1
 0.84 0.1
 0.85 0.1
 0.86 0.1
 0.87 0.1
 0.88 0.1
 0.89 0.1
 0.9 0.1
 0.91 0.1
 0.92 0.1
 0.93 0.1
 0.9400000000000001 0.1
 0.9500000000000001 0.1
 0.96 0.1
 0.97 0.1
 0.98 0.1
 0.99 0.1
 1 0.1
 0 0.14
 0.01 0.14
 0.02 0.14
 0.03 0.14
 0.04 0.14
 0.05 0.14
 0.06 0.14
 0.07000000000000001 0.14
 0.08 0.14
 0.09 0.14
 0.1 0.14
 0.11 0.14
 0.12 0.14
 0.13 0.14
 0.14 0.14
 0.15 0.14
 0.16 0.14
 0.17 0.14
 0.18 0.14
 0.19 0.14
 0.2 0.14
 0.21 0.14
 0.22 0.14
 0.23 0.14
 0.24 0.14
 0.25 0.14
 0.26 0.14
 0.27 0.14
 0.28 0.14
 0.29 0.14
 0.3 0.14
 0.31 0.14
 0.32 0.14
 0.33 0.14
 0.34 0.14
 0.35 0.14
 0.36 0.14
 0.37 0.14
 0.38 0.14
 0.39 0.14
 0.4 0.14
 0.41 0.14
 0.42 0.14
 0.43 0.14
 0.44 0.14
 0.45 0.14
 0.46 0.14
 0.47 0.14
 0.48 0.14
 0.49 0.14
 0.5 0.14
 0.51 0.14
 0.52 0.14
 0.53 0.14
 0.54 0.14
 0.55 0.14
 0.5600000000000001 0.14
 0.5700000000000001 0.14
 0.58 0.14
 0.59 0.14
 0.6 0.14
 0.61 0.14
 0.62 0.14
 0.63 0.14
 0.64 0.14
 0.65 0.14
 0.66 0.14
 0.67 0.14
 0.68 0.14
 0.6900000000000001 0.14
 0.7000000000000001 0.14
 0.71 0.14
 0.72 0.14
 0.73 0.14
 0.74 0.14
 0.75 0.14
 0.76 0.14
 0.77 0.14
 0.78 0.14
 0.79 0.14
 0.8 0.14
 0.8100000000000001 0.14
 0.8200000000000001 0.14
 0.8300000000000001 0.14
 0.84 0.14
 0.85 0.14
 0.86 0.14
 0.87 0.14
 0.88 0.14
 0.89 0.14
 0.9 0.14
 0.91 0.14
 0.92 0.14
 0.93 0.14
 0.9400000000000001 0.14
 0.9500000000000001 0.14
 0.96 0.14
 0.97 0.14
 0.98 0.14
 0.99 0.14
 1 0.14
 0 0.18
 0.01 0.18
 0.02 0.18
 0.03 0.18
 0.04 0.18
 0.05 0.18
 0.06 0.18
 0.07000000000000001 0.18
 0.08 0.18
 0.09 0.18
 0.1 0.18
 0.11 0.18
 0.12 0.18
 0.13 0.18
 0.14 0.18
 0.15 0.18
 0.16 0.18
 0.17 0.18
 0.18 0.18
 0.19 0.18
 0.2 0.18
 0.21 0.18
 0.22 0.18
 0.23 0.18
 0.24 0.18
 0.25 0.18
 0.26 0.18
 0.27 0.18
 0.28 0.18
 0.29 0.18
 0.3 0.18
 0.31 0.18
 0.32 0.18
 0.33 0.18
 0.34 0.18
 0.35 0.18
 0.36 0.18
 0.37 0.18
 0.38 0.18
 0.39 0.18
 0.4 0.18
 0.41 0.18
 0.42 0.18
 0.43 0.18
 0.44 0.18
 0.45 0.18
 0.46 0.18
 0.47 0.18
 0.48 0.18
 0.49 0.18
 0.5 0.18
 0.51 0.18
 0.52 0.18
 0.53 0.18
 0.54 0.18
 0.55 0.18
 0.5600000000000001 0.18
 0.5700000000000001 0.18
 0.58 0.18
 0.59 0.18
 0.6 0.18
 0.61 0.18
 0.62 0.18
 0.63 0.18
 0.64 0.18
 0.65 0.18
 0.66 0.18
 0.67 0.18
 0.68 0.18
 0.6900000000000001 0.18
 0.7000000000000001 0.18
 0.71 0.18
 0.72 0.18
 0.73 0.18
 0.74 0.18
 0.75 0.18
 0.76 0.18
 0.77 0.18
 0.78 0.18
 0.79 0.18
 0.8 0.18
 0.8100000000000001 0.18
 0.8200000000000001 0.18
 0.8300000000000001 0.18
 0.84 0.18
 0.85 0.18
 0.86 0.18
 0.87 0.18
 0.88 0.18
 0.89 0.18
 0.9 0.18
 0.91 0.18
 0.92 0.18
 0.93 0.18
 0.9400000000000001 0.18
 0.9500000000000001 0.18
 0.96 0.18
 0.97 0.18
 0.98 0.18
 0.99 0.18
 1 0.18
 0 0.22
 0.01 0.22
 0.02 0.22
 0.03 0.22
 0.04 0.22
 0.05 0.22
 0.06 0.22
 0.07000000000000001 0.22
 0.08 0.22
 0.09 0.22
 0.1 0.22
 0.11 0.22
 0.12 0.22
 0.13 0.22
 0.14 0.22
 0.15 0.22
 0.16 0.22
 0.17 0.22
 0.18 0.22
 0.19 0.22
 0.2 0.22
 0.21 0.22
 0.22 0.22
 0.23 0.22
 0.24 0.22
 0.25 0.22
 0.26 0.22
 0.27 0.22
 0.28 0.22
 0.29 0.22
 0.3 0.22
 0.31 0.22
 0.32 0.22
 0.33 0.22
 0.34 0.22
 0.35 0.22
 0.36 0.22
 0.37 0.22
 0.38 0.22
 0.39 0.22
 0.4 0.22
 0.41 0.22
 0.42 0.22
 0.43 0.22
 0.44 0.22
 0.45 0.22
 0.46 0.22
 0.47 0.22
 0.48 0.22
 0.49 0.22
 0.5 0.22
 0.51 0.22
 0.52 0.22
 0.53 0.22
 0.54 0.22
 0.55 0.22
 0.5600000000000001 0.22
 0.5700000000000001 0.22
 0.58 0.22
 0.59 0.22
 0.6 0.22
 0.61 0.22
 0.62 0.22
 0.63 0.22
 0.64 0.22
 0.65 0.22
 0.66 0.22
 0.67 0.22
 0.68 0.22
 0.6900000000000001 0.22
 0.7000000000000001 0.22
 0.71 0.22
 0.72 0.22
 0.73 0.22
 0.74 0.22
 0.75 0.22
 0.76 0.22
 0.77 0.22
 0.78 0.22
 0.79 0.22
 0.8 0.22
 0.8100000000000001 0.22
 0.8200000000000001 0.22
 0.8300000000000001 0.22
 0.84 0.22
 0.85 0.22
 0.86 0.22
 0.87 0.22
 0.88 0.22
 0.89 0.22
 0.9 0.22
 0.91 0.22
 0.92 0.22
 0.93 0.22
 0.9400000000000001 0.22
 0.9500000000000001 0.22
 0.96 0.22
 0.97 0.22
 0.98 0.22
 0.99 0.22
 1 0.22
 0 0.26
 0.01 0.26
 0.02 0.26
 0.03 0.26
 0.04 0.26
 0.05 0.26
 0.06 0.26
 0.07000000000000001 0.26
 0.08 0.26
 0.09 0.26
 0.1 0.26
 0.11 0.26
 0.12 0.26
 0.13 0.26
 0.14 0.26
 0.15 0.26
 0.16 0.26
 0.17 0.26
 0.18 0.26
 0.19 0.26
 0.2 0.26
 0.21 0.26
 0.22 0.26
 0.23 0.26
 0.24 0.26
 0.25 0.26
 0.26 0.26
 0.27 0.26
 0.28 0.26
 0.29 0.26
 0.3 0.26
 0.31 0.26
 0.32 0.26
 0.33 0.26
 0.34 0.26
 0.35 0.26
 0.36 0.26
 0.37 0.26
 0.38 0.26
 0.39 0.26
 0.4 0.26
 0.41 0.26
 0.42 0.26
 0.43 0.26
 0.44 0.26
 0.45 0.26
 0.46 0.26
 0.47 0.26
 0.48 0.26
 0.49 0.26
 0.5 0.26
 0.51 0.26
 0.52 0.26
 0.53 0.26
 0.54 0.26
 0.55 0.26
 0.5600000000000001 0.26
 0.5700000000000001 0.26
 0.58 0.26
 0.59 0.26
 0.6 0.26
 0.61 0.26
 0.62 0.26
 0.63 0.26
 0.64 0.26
 0.65 0.26
 0.66 0.26
 0.67 0.26
 0.68 0.26
 0.6900000000000001 0.26
 0.7000000000000001 0.26
 0.71 0.26
 0.72 0.26
 0.73 0.26
 0.74 0.26
 0.75 0.26
 0.76 0.26
 0.77 0.26
 0.78 0.26
 0.79 0.26
 0.8 0.26
 0.8100000000000001 0.26
 0.8200000000000001 0.26
 0.8300000000000001 0.26
 0.84 0.26
 0.85 0.26
 0.86 0.26
 0.87 0.26
 0.88 0.26
 0.89 0.26
 0.9 0.26
 0.91 0.26
 0.92 0.26
 0.93 0.26
 0.9400000000000001 0.26
 0.9500000000000001 0.26
 0.96 0.26
 0.97 0.26
 0.98 0.26
 0.99 0.26
 1 0.26
 0 0.3
 0.01 0.3
 0.02 0.3
 0.03 0.3
 0.04 0.3
 0.05 0.3
 0.06 0.3
 0.07000000000000001 0.3
 0.08 0.3
 0.09 0.3
 0.1 0.3
 0.11 0.3
 0.12 0.3
 0.13 0.3
 0.14 0.3
 0.15 0.3
 0.16 0.3
 0.17 0.3
 0.18 0.3
 0.19 0.3
 0.2 0.3
 0.21 0.3
 0.22 0.3
 0.23 0.3
 0.24 0.3
 0.25 0.3
 0.26 0.3
 0.27 0.3
 0.28 0.3
 0.29 0.3
 0.3 0.3
 0.31 0.3
 0.32 0.3
 0.33 0.3
 0.34 0.3
 0.35 0.3
 0.36 0.3
 0.37 0.3
 0.38 0.3
 0.39 0.3
 0.4 0.3
 0.41 0.3
 0.42 0.3
 0.43 0.3
 0.44 0.3
 0.45 0.3
 0.46 0.3
 0.47 0.3
 0.48 0.3
 0.49 0.3
 0.5 0.3
 0.51 0.3
 0.52 0.3
 0.53 0.3
 0.54 0.3
 0.55 0.3
 0.5600000000000001 0.3
 0.5700000000000001 0.3
 0.58 0.3
 0.59 0.3
 0.6 0.3
 0.61 0.3
 0.62 0.3
 0.63 0.3
 0.64 0.3
 0.65 0.3
 0.66 0.3
 0.67 0.3
 0.68 0.3
 0.6900000000000001 0.3
 0.7000000000000001 0.3
 0.71 0.3
 0.72 0.3
 0.73 0.3
 0.74 0.3
 0.75 0.3
 0.76 0.3
 0.77 0.3
 0.78 0.3
 0.79 0.3
 0.8 0.3
 0.8100000000000001 0.3
 0.8200000000000001 0.3
 0.8300000000000001 0.3
 0.84 0.3
 0.85 0.3
 0.86 0.3
 0.87 0.3
 0.88 0.3
 0.89 0.3
 0.9 0.3
 0.91 0.3
 0.92 0.3
 0.93 0.3
 0.9400000000000001 0.3
 0.9500000000000001 0.3
 0.96 0.3
 0.97 0.3
 0.98 0.3
 0.99 0.3
 1 0.3
 0 0.34
 0.01 0.34
 0.02 0.34
 0.03 0.34
 0.04 0.34
 0.05 0.34
 0.06 0.34
 0.07000000000000001 0.34
 0.08 0.34
 0.09 0.34
 0.1 0.34
 0.11 0.34
 0.12 0.34
 0.13 0.34
 0.14 0.34
 0.15 0.34
 0.16 0.34
 0.17 0.34
 0.18 0.34
 0.19 0.34
 0.2 0.34
 0.21 0.34
 0.22 0.34
 0.23 0.34
 0.24 0.34
 0.25 0.34
 0.26 0.34
 0.27 0.34
 0.28 0.34
 0.29 0.34
 0.3 0.34
 0.31 0.34
 0.32 0.34
 0.33 0.34
 0.34 0.34
 0.35 0.34
 0.36 0.34
 0.37 0.34
 0.38 0.34
 0.39 0.34
 0.4 0.34
 0.41 0.34
 0.42 0.34
 0.43 0.34
 0.44 0.34
 0.45 0.34
 0.46 0.34
 0.47 0.34
 0.48 0.34
 0.49 0.34
 0.5 0.34
 0.51 0.34
 0.52 0.34
 0.53 0.34
 0.54 0.34
 0.55 0.34
 0.5600000000000001 0.34
 0.5700000000000001 0.34
 0.58 0.34
 0.59 0.34
 0.6 0.34
 0.61 0.34
 0.62 0.34
 0.63 0.34
 0.64 0.34
 0.65 0.34
 0.66 0.34
 0.67 0.34
 0.68 0.34
 0.6900000000000001 0.34
 0.7000000000000001 0.34
 0.71 0.34
 0.72 0.34
 0.73 0.34
 0.74 0.34
 0.75 0.34
 0.76 0.34
 0.77 0.34
 0.78 0.34
 0.79 0.34
 0.8 0.34
 0.8100000000000001 0.34
 0.8200000000000001 0.34
 0.8300000000000001 0.34
 0.84 0.34
 0.85 0.34
 0.86 0.34
 0.87 0.34
 0.88 0.34
 0.89 0.34
 0.9 0.34
 0.91 0.34
 0.92 0.34
 0.93 0.34
 0.9400000000000001 0.34
 0.9500000000000001 0.34
 0.96 0.34
 0.97 0.34
 0.98 0.34
 0.99 0.34
 1 0.34
 0 0.38
 0.01 0.38
 0.02 0.38
 0.03 0.38
 0.04 0.38
 0.05 0.38
 0.06 0.38
 0.07000000000000001 0.38
 0.08 0.38
 0.09 0.38
 0.1 0.38
 0.11 0.38
 0.12 0.38
 0.13 0.38
 0.14 0.38
 0.15 0.38
 0.16 0.38
 0.17 0.38
 0.18 0.38
 0.19 0.38
 0.2 0.38
 0.21 0.38
 0.22 0.38
 0.23 0.38
 0.24 0.38
 0.25 0.38
 0.26 0.38
 0.27 0.38
 0.28 0.38
 0.29 0.38
 0.3 0.38
 0.31 0.38
 0.32 0.38
 0.33 0.38
 0.34 0.38
 0.35 0.38
 0.36 0.38
 0.37 0.38
 0.38 0.38
 0.39 0.38
 0.4 0.38
 0.41 0.38
 0.42 0.38
 0.43 0.38
 0.44 0.38
 0.45 0.38
 0.46 0.38
 0.47 0.38
 0.48 0.38
 0.49 0.38
 0.5 0.38
 0.51 0.38
 0.52 0.38
 0.53 0.38
 0.54 0.38
 0.55 0.38
 0.5600000000000001 0.38
 0.5700000000000001 0.38
 0.58 0.38
 0.59 0.38
 0.6 0.38
 0.61 0.38
 0.62 0.38
 0.63 0.38
 0.64 0.38
 0.65 0.38
 0.66 0.38
 0.67 0.38
 0.68 0.38
 0.6900000000000001 0.38
 0.7000000000000001 0.38
 0.71 0.38
 0.72 0.38
 0.73 0.38
 0.74 0.38
 0.75 0.38
 0.76 0.38
 0.77 0.38
 0.78 0.38
 0.79 0.38
 0.8 0.38
 0.8100000000000001 0.38
 0.8200000000000001 0.38
 0.8300000000000001 0.38
 0.84 0.38
 0.85 0.38
 0.86 0.38
 0.87 0.38
 0.88 0.38
 0.89 0.38
 0.9 0.38
 0.91 0.38
 0.92 0.38
 0.93 0.38
 0.9400000000000001 0.38
 0.9500000000000001 0.38
 0.96 0.38
 0.97 0.38
 0.98 0.38
 0.99 0.38
 1 0.38
 0 0.42
 0.01 0.42
 0.02 0.42
 0.03 0.42
 0.04 0.42
 0.05 0.42
 0.06 0.42
 0.07000000000000001 0.42
 0.08 0.42
 0.09 0.42
 0.1 0.42
 0.11 0.42
 0.12 0.42
 0.13 0.42
 0.14 0.42
 0.15 0.42
 0.16 0.42
 0.17 0.42
 0.18 0.42
 0.19 0.42
 0.2 0.42
 0.21 0.42
 0.22 0.42
 0.23 0.42
 0.24 0.42
 0.25 0.42
 0.26 0.42
 0.27 0.42
 0.28 0.42
 0.29 0.42
 0.3 0.42
 0.31 0.42
 0.32 0.42
 0.33 0.42
 0.34 0.42
 0.35 0.42
 0.36 0.42
 0.37 0.42
 0.38 0.42
 0.39 0.42
 0.4 0.42
 0.41 0.42
 0.42 0.42
 0.43 0.42
 0.44 0.42
 0.45 0.42
 0.46 0.42
 0.47 0.42
 0.48 0.42
 0.49 0.42
 0.5 0.42
 0.51 0.42
 0.52 0.42
 0.53 0.42
 0.54 0.42
 0.55 0.42
 0.5600000000000001 0.42
 0.5700000000000001 0.42
 0.58 0.42
 0.59 0.42
 0.6 0.42
 0.61 0.42
 0.62 0.42
 0.63 0.42
 0.64 0.42
 0.65 0.42
 0.66 0.42
 0.67 0.42
 0.68 0.42
 0.6900000000000001 0.42
 0.7000000000000001 0.42
 0.71 0.42
 0.72 0.42
 0.73 0.42
 0.74 0.42
 0.75 0.42
 0.76 0.42
 0.77 0.42
 0.78 0.42
 0.79 0.42
 0.8 0.42
 0.8100000000000001 0.42
 0.8200000000000001 0.42
 0.8300000000000001 0.42
 0.84 0.42
 0.85 0.42
 0.86 0.42
 0.87 0.42
 0.88 0.42
 0.89 0.42
 0.9 0.42
 0.91 0.42
 0.92 0.42
 0.93 0.42
 0.9400000000000001 0.42
 0.9500000000000001 0.42
 0.96 0.42
 0.97 0.42
 0.98 0.42
 0.99 0.42
 1 0.42
 0 0.46
 0.01 0.46
 0.02 0.46
 0.03 0.46
 0.04 0.46
 0.05 0.46
 0.06 0.46
 0.07000000000000001 0.46
 0.08 0.46
 0.09 0.46
 0.1 0.46
 0.11 0.46
 0.12 0.46
 0.13 0.46
 0.14 0.46
 0.15 0.46
 0.16 0.46
 0.17 0.46
 0.18 0.46
 0.19 0.46
 0.2 0.46
 0.21 0.46
 0.22 0.46
 0.23 0.46
 0.24 0.46
 0.25 0.46
 0.26 0.46
 0.27 0.46
 0.28 0.46
 0.29 0.46
 0.3 0.46
 0.31 0.46
 0.32 0.46
 0.33 0.46
 0.34 0.46
 0.35 0.46
 0.36 0.46
 0.37 0.46
 0.38 0.46
 0.39 0.46
 0.4 0.46
 0.41 0.46
 0.42 0.46
 0.43 0.46
 0.44 0.46
 0.45 0.46
 0.46 0.46
 0.47 0.46
 0.48 0.46
 0.49 0.46
 0.5 0.46
 0.51 0.46
 0.52 0.46
 0.53 0.46
 0.54 0.46
 0.55 0.46
 0.5600000000000001 0.46
 0.5700000000000001 0.46
 0.58 0.46
 0.59 0.46
 0.6 0.46
 0.61 0.46
 0.62 0.46
 0.63 0.46
 0.64 0.46
 0.65 0.46
 0.66 0.46
 0.67 0.46
 0.68 0.46
 0.6900000000000001 0.46
 0.7000000000000001 0.46
 0.71 0.46
 0.72 0.46
 0.73 0.46
 0.74 0.46
 0.75 0.46
 0.76 0.46
 0.77 0.46
 0.78 0.46
 0.79 0.46
 0.8 0.46
 0.8100000000000001 0.46
 0.8200000000000001 0.46
 0.8300000000000001 0.46
 0.84 0.46
 0.85 0.46
 0.86 0.46
 0.87 0.46
 0.88 0.46
 0.89 0.46
 0.9 0.46
 0.91 0.46
 0.92 0.46
 0.93 0.46
 0.9400000000000001 0.46
 0.9500000000000001 0.46
 0.96 0.46
 0.97 0.46
 0.98 0.46
 0.99 0.46
 1 0.46
 0 0.5
 0.01 0.5
 0.02 0.5
 0.03 0.5
 0.04 0.5
 0.05 0.5
 0.06 0.5
 0.07000000000000001 0.5
 0.08 0.5
 0.09 0.5
 0.1 0.5
 0.11 0.5
 0.12 0.5
 0.13 0.5
 0.14 0.5
 0.15 0.5
 0.16 0.5
 0.17 0.5
 0.18 0.5
 0.19 0.5
 0.2 0.5
 0.21 0.5
 0.22 0.5
 0.23 0.5
 0.24 0.5
 0.25 0.5
 0.26 0.5
 0.27 0.5
 0.28 0.5
 0.29 0.5
 0.3 0.5
 0.31 0.5
 0.32 0.5
 0.33 0.5
 0.34 0.5
 0.35 0.5
 0.36 0.5
 0.37 0.5
 0.38 0.5
 0.39 0.5
 0.4 0.5
 0.41 0.5
 0.42 0.5
 0.43 0.5
 0.44 0.5
 0.45 0.5
 0.46 0.5
 0.47 0.5
 0.48 0.5
 0.49 0.5
 0.5 0.5
 0.51 0.5
 0.52 0.5
 0.53 0.5
 0.54 0.5
 0.55 0.5
 0.5600000000000001 0.5
 0.5700000000000001 0.5
 0.58 0.5
 0.59 0.5
 0.6 0.5
 0.61 0.5
 0.62 0.5
 0.63 0.5
 0.64 0.5
 0.65 0.5
 0.66 0.5
 0.67 0.5
 0.68 0.5
 0.6900000000000001 0.5
 0.7000000000000001 0.5
 0.71 0.5
 0.72 0.5
 0.73 0.5
 0.74 0.5
 0.75 0.5
 0.76 0.5
 0.77 0.5
 0.78 0.5
 0.79 0.5
 0.8 0.5
 0.8100000000000001 0.5
 0.8200000000000001 0.5
 0.8300000000000001 0.5
 0.84 0.5
 0.85 0.5
 0.86 0.5
 0.87 0.5
 0.88 0.5
 0.89 0.5
 0.9 0.5
 0.91 0.5
 0.92 0.5
 0.93 0.5
 0.9400000000000001 0.5
 0.9500000000000001 0.5
 0.96 0.5
 0.97 0.5
 0.98 0.5
 0.99 0.5
 1 0.5
 0 0.54
 0.01 0.54
 0.02 0.54
 0.03 0.54
 0.04 0.54
 0.05 0.54
 0.06 0.54
 0.07000000000000001 0.54
 0.08 0.54
 0.09 0.54
 0.1 0.54
 0.11 0.54
 0.12 0.54
 0.13 0.54
 0.14 0.54
 0.15 0.54
 0.16 0.54
 0.17 0.54
 0.18 0.54
 0.19 0.54
 0.2 0.54
 0.21 0.54
 0.22 0.54
 0.23 0.54
 0.24 0.54
 0.25 0.54
 0.26 0.54
 0.27 0.54
 0.28 0.54
 0.29 0.54
 0.3 0.54
 0.31 0.54
 0.32 0.54
 0.33 0.54
 0.34 0.54
 0.35 0.54
 0.36 0.54
 0.37 0.54
 0.38 0.54
 0.39 0.54
 0.4 0.54
 0.41 0.54
 0.42 0.54
 0.43 0.54
 0.44 0.54
 0.45 0.54
 0.46 0.54
 0.47 0.54
 0.48 0.54
 0.49 0.54
 0.5 0.54
 0.51 0.54
 0.52 0.54
 0.53 0.54
 0.54 0.54
 0.55 0.54
 0.5600000000000001 0.54
 0.5700000000000001 0.54
 0.58 0.54
 0.59 0.54
 0.6 0.54
 0.61 0.54
 0.62 0.54
 0.63 0.54
 0.64 0.54
 0.65 0.54
 0.66 0.54
 0.67 0.54
 0.68 0.54
 0.6900000000000001 0.54
 0.7000000000000001 0.54
 0.71 0.54
 0.72 0.54
 0.73 0.54
 0.74 0.54
 0.75 0.54
 0.76 0.54
 0.77 0.54
 0.78 0.54
 0.79 0.54
 0.8 0.54
 0.8100000000000001 0.54
 0.8200000000000001 0.54
 0.8300000000000001 0.54
 0.84 0.54
 0.85 0.54
 0.86 0.54
 0.87 0.54
 0.88 0.54
 0.89 0.54
 0.9 0.54
 0.91 0.54
 0.92 0.54
 0.93 0.54
 0.9400000000000001 0.54
 0.9500000000000001 0.54
 0.96 0.54
 0.97 0.54
 0.98 0.54
 0.99 0.54
 1 0.54
 0 0.5800000000000001
 0.01 0.5800000000000001
 0.02 0.5800000000000001
 0.03 0.5800000000000001
 0.04 0.5800000000000001
 0.05 0.5800000000000001
 0.06 0.5800000000000001
 0.07000000000000001 0.5800000000000001
 0.08 0.5800000000000001
 0.09 0.5800000000000001
 0.1 0.5800000000000001
 0.11 0.5800000000000001
 0.12 0.5800000000000001
 0.13 0.5800000000000001
 0.14 0.5800000000000001
 0.15 0.5800000000000001
 0.16 0.5800000000000001
 0.17 0.5800000000000001
 0.18 0.5800000000000001
 0.19 0.5800000000000001
 0.2 0.5800000000000001
 0.21 0.5800000000000001
 0.22 0.5800000000000001
 0.23 0.5800000000000001
 0.24 0.5800000000000001
 0.25 0.5800000000000001
 0.26 0.5800000000000001
 0.27 0.5800000000000001
 0.28 0.5800000000000001
 0.29 0.5800000000000001
 0.3 0.5800000000000001
 0.31 0.5800000000000001
 0.32 0.5800000000000001
 0.33 0.5800000000000001
 0.34 0.5800000000000001
 0.35 0.5800000000000001
 0.36 0.5800000000000001
 0.37 0.5800000000000001
 0.38 0.5800000000000001
 0.39 0.5800000000000001
 0.4 0.5800000000000001
 0.41 0.5800000000000001
 0.42 0.5800000000000001
 0.43 0.5800000000000001
 0.44 0.5800000000000001
 0.45 0.5800000000000001
 0.46 0.5800000000000001
 0.47 0.5800000000000001
 0.48 0.5800000000000001
 0.49 0.5800000000000001
 0.5 0.5800000000000001
 0.51 0.5800000000000001
 0.52 0.5800000000000001
 0.53 0.5800000000000001
 0.54 0.5800000000000001
 0.55 0.5800000000000001
 0.5600000000000001 0.5800000000000001
 0.5700000000000001 0.5800000000000001
 0.58 0.5800000000000001
 0.59 0.5800000000000001
 0.6 0.5800000000000001
 0.61 0.5800000000000001
 0.62 0.5800000000000001
 0.63 0.5800000000000001
 0.64 0.5800000000000001
 0.65 0.5800000000000001
 0.66 0.5800000000000001
 0.67 0.5800000000000001
 0.68 0.5800000000000001
 0.6900000000000001 0.5800000000000001
 0.7000000000000001 0.5800000000000001
 0.71 0.5800000000000001
 0.72 0.5800000000000001
 0.73 0.5800000000000001
 0.74 0.5800000000000001
 0.75 0.5800000000000001
 0.76 0.5800000000000001
 0.77 0.5800000000000001
 0.78 0.5800000000000001
 0.79 0.5800000000000001
 0.8 0.5800000000000001
 0.8100000000000001 0.5800000000000001
 0.8200000000000001 0.5800000000000001
 0.8300000000000001 0.5800000000000001
 0.84 0.5800000000000001
 0.85 0.5800000000000001
 0.86 0.5800000000000001
 0.87 0.5800000000000001
 0.88 0.5800000000000001
 0.89 0.5800000000000001
 0.9 0.5800000000000001
 0.91 0.5800000000000001
 0.92 0.5800000000000001
 0.93 0.5800000000000001
 0.9400000000000001 0.5800000000000001
 0.9500000000000001 0.5800000000000001
 0.96 0.5800000000000001
 0.97 0.5800000000000001
 0.98 0.5800000000000001
 0.99 0.5800000000000001
 1 0.5800000000000001
 0 0.62
 0.01 0.62
 0.02 0.62
 0.03 0.62
 0.04 0.62
 0.05 0.62
 0.06 0.62
 0.07000000000000001 0.62
 0.08 0.62
 0.09 0.62
 0.1 0.62
 0.11 0.62
 0.12 0.62
 0.13 0.62
 0.14 0.62
 0.15 0.62
 0.16 0.62
 0.17 0.62
 0.18 0.62
 0.19 0.62
 0.2 0.62
 0.21 0.62
 0.22 0.62
 0.23 0.62
 0.24 0.62
 0.25 0.62
 0.26 0.62
 0.27 0.62
 0.28 0.62
 0.29 0.62
 0.3 0.62
 0.31 0.62
 0.32 0.62
 0.33 0.62
 0.34 0.62
 0.35 0.62
 0.36 0.62
 0.37 0.62
 0.38 0.62
 0.39 0.62
 0.4 0.62
 0.41 0.62
 0.42 0.62
 0.43 0.62
 0.44 0.62
 0.45 0.62
 0.46 0.62
 0.47 0.62
 0.48 0.62
 0.49 0.62
 0.5 0.62
 0.51 0.62
 0.52 0.62
 0.53 0.62
